N-Gram_ID,N-Gram_Size,RoughPOS_N-Gram,DetailedPOS_N-Gram,N-Gram,Lemma_N-Gram
004738,5,CC.* PR.* JJ.* NN.* CC.*,CCT PRSP_CCP JJD_CCP NNC CCT,sa kanilang dakilang tungkulin sa,sa kanilang dakilang tungkulin sa
004739,5,PR.* JJ.* NN.* CC.* DT.*,PRSP_CCP JJD_CCP NNC CCT DTCP,kanilang dakilang tungkulin sa mga,kanilang dakilang tungkulin sa mga
004740,5,JJ.* NN.* CC.* DT.* VB.*,JJD_CCP NNC CCT DTCP VBW,dakilang tungkulin sa mga mag-aaral,dakilang tungkulin sa mga mag-aaral
004741,5,NN.* CC.* DT.* VB.* PM.*,NNC CCT DTCP VBW PMS,tungkulin sa mga mag-aaral ang,tungkulin sa mga mag-aaral ang
004742,5,CC.* DT.* VB.* PM.* FW,CCT DTCP VBW PMS FW,sa mga mag-aaral ang araw,sa mga mag-aaral ang araw
004743,5,DT.* VB.* PM.* FW DT.*,DTCP VBW PMS FW DTC,mga mag-aaral ang araw na,mga mag-aaral ang araw na
004744,5,VB.* PM.* FW DT.* NN.*,VBW PMS FW DTC NNC,mag-aaral ang araw na ito,mag-aaral ang araw na ito
004745,5,PM.* FW DT.* NN.* CC.*,PMS FW DTC NNC CCP,ang araw na ito ay,ang araw na ito ay
004746,5,FW DT.* NN.* CC.* PR.*,FW DTC NNC CCP PRO,araw na ito ay ang,araw na ito ay ang
004747,5,DT.* NN.* CC.* PR.* LM,DTC NNC CCP PRO LM,na ito ay ang katuparan,na ito ay ang katuparan
004748,5,NN.* CC.* PR.* LM DT.*,NNC CCP PRO LM DTC,ito ay ang katuparan ng,ito ay ang katuparan ng
004749,5,CC.* PR.* LM DT.* NN.*,CCP PRO LM DTC NNC,ay ang katuparan ng pagtupad,ay ang katuparan ng pagtupad
004750,5,PR.* LM DT.* NN.* CC.*,PRO LM DTC NNC CCB,ang katuparan ng pagtupad natin,ang katuparan ng pagtupad natin
004751,5,LM DT.* NN.* CC.* NN.*,LM DTC NNC CCB NNC,katuparan ng pagtupad natin sa,katuparan ng pagtupad natin sa
004752,5,DT.* NN.* CC.* NN.* PR.*,DTC NNC CCB NNC PRP,ng pagtupad natin sa pangarap,ng pagtupad natin sa pangarap
004753,5,NN.* CC.* NN.* PR.* CC.*,NNC CCB NNC PRP CCT,pagtupad natin sa pangarap ng,pagtupad natin sa pangarap ng
004754,5,CC.* NN.* PR.* CC.* NN.*,CCB NNC PRP CCT NNC,natin sa pangarap ng ating,natin sa pangarap ng ating
004755,5,NN.* PR.* CC.* NN.* CC.*,NNC PRP CCT NNC CCB,sa pangarap ng ating mga,sa pangarap ng ating mga
004756,5,PR.* CC.* NN.* CC.* PR.*,PRP CCT NNC CCB PRSP_CCP,pangarap ng ating mga magulang,pangarap ng ating mga magulang
004757,5,CC.* NN.* CC.* PR.* DT.*,CCT NNC CCB PRSP_CCP DTCP,ng ating mga magulang ang,ng ating mga magulang ang
004758,5,NN.* CC.* PR.* DT.* NN.*,NNC CCB PRSP_CCP DTCP NNC,ating mga magulang ang pangarap,ating mga magulang ang pangarap
004759,5,CC.* PR.* DT.* NN.* DT.*,CCB PRSP_CCP DTCP NNC DTC,mga magulang ang pangarap nilang,mga magulang ang pangarap nilang
004760,5,PR.* DT.* NN.* DT.* NN.*,PRSP_CCP DTCP NNC DTC NNC,magulang ang pangarap nilang mabigyan,magulang ang pangarap nilang mabigyan
004761,5,DT.* NN.* DT.* NN.* PR.*,DTCP NNC DTC NNC PRP_CCP,ang pangarap nilang mabigyan ng,ang pangarap nilang mabigyan ng
004762,5,NN.* DT.* NN.* PR.* VB.*,NNC DTC NNC PRP_CCP VBW,pangarap nilang mabigyan ng tamang,pangarap nilang mabigyan ng tamang
004763,5,DT.* NN.* PR.* VB.* CC.*,DTC NNC PRP_CCP VBW CCB,nilang mabigyan ng tamang edukasyon,nilang mabigyan ng tamang edukasyon
004764,5,NN.* PR.* VB.* CC.* JJ.*,NNC PRP_CCP VBW CCB JJD_CCP,mabigyan ng tamang edukasyon ang,mabigyan ng tamang edukasyon ang
004765,5,PR.* VB.* CC.* JJ.* NN.*,PRP_CCP VBW CCB JJD_CCP NNC,ng tamang edukasyon ang kanilang,ng tamang edukasyon ang kanilang
004766,5,VB.* CC.* JJ.* NN.* DT.*,VBW CCB JJD_CCP NNC DTC,tamang edukasyon ang kanilang mga,tamang edukasyon ang kanilang mga
004767,5,CC.* JJ.* NN.* DT.* PR.*,CCB JJD_CCP NNC DTC PRSP_CCP,edukasyon ang kanilang mga anak.,edukasyon ang kanilang mga anak.
004768,6,VB.* NN.* RB.* CC.* PR.* DT.*,VBN_CCP NNC_CCP RBS CCT PRSP_CCP DTCP,Walang katapusang pasasalamat sa aming mga,Walang katapusang pasasalamat sa aming mga
004769,6,NN.* RB.* CC.* PR.* DT.* NN.*,NNC_CCP RBS CCT PRSP_CCP DTCP NNC,katapusang pasasalamat sa aming mga guro,katapusang pasasalamat sa aming mga guro
004770,6,RB.* CC.* PR.* DT.* NN.* CC.*,RBS CCT PRSP_CCP DTCP NNC CCT,pasasalamat sa aming mga guro sa,pasasalamat sa aming mga guro sa
004771,6,CC.* PR.* DT.* NN.* CC.* PR.*,CCT PRSP_CCP DTCP NNC CCT PRSP_CCP,sa aming mga guro sa kanilang,sa aming mga guro sa kanilang
004772,6,PR.* DT.* NN.* CC.* PR.* JJ.*,PRSP_CCP DTCP NNC CCT PRSP_CCP JJD_CCP,aming mga guro sa kanilang dakilang,aming mga guro sa kanilang dakilang
004773,6,DT.* NN.* CC.* PR.* JJ.* NN.*,DTCP NNC CCT PRSP_CCP JJD_CCP NNC,mga guro sa kanilang dakilang tungkulin,mga guro sa kanilang dakilang tungkulin
004774,6,NN.* CC.* PR.* JJ.* NN.* CC.*,NNC CCT PRSP_CCP JJD_CCP NNC CCT,guro sa kanilang dakilang tungkulin sa,guro sa kanilang dakilang tungkulin sa
004775,6,CC.* PR.* JJ.* NN.* CC.* DT.*,CCT PRSP_CCP JJD_CCP NNC CCT DTCP,sa kanilang dakilang tungkulin sa mga,sa kanilang dakilang tungkulin sa mga
004776,6,PR.* JJ.* NN.* CC.* DT.* VB.*,PRSP_CCP JJD_CCP NNC CCT DTCP VBW,kanilang dakilang tungkulin sa mga mag-aaral,kanilang dakilang tungkulin sa mga mag-aaral
004777,6,JJ.* NN.* CC.* DT.* VB.* PM.*,JJD_CCP NNC CCT DTCP VBW PMS,dakilang tungkulin sa mga mag-aaral ang,dakilang tungkulin sa mga mag-aaral ang
004778,6,NN.* CC.* DT.* VB.* PM.* FW,NNC CCT DTCP VBW PMS FW,tungkulin sa mga mag-aaral ang araw,tungkulin sa mga mag-aaral ang araw
004779,6,CC.* DT.* VB.* PM.* FW DT.*,CCT DTCP VBW PMS FW DTC,sa mga mag-aaral ang araw na,sa mga mag-aaral ang araw na
004780,6,DT.* VB.* PM.* FW DT.* NN.*,DTCP VBW PMS FW DTC NNC,mga mag-aaral ang araw na ito,mga mag-aaral ang araw na ito
004781,6,VB.* PM.* FW DT.* NN.* CC.*,VBW PMS FW DTC NNC CCP,mag-aaral ang araw na ito ay,mag-aaral ang araw na ito ay
004782,6,PM.* FW DT.* NN.* CC.* PR.*,PMS FW DTC NNC CCP PRO,ang araw na ito ay ang,ang araw na ito ay ang
004783,6,FW DT.* NN.* CC.* PR.* LM,FW DTC NNC CCP PRO LM,araw na ito ay ang katuparan,araw na ito ay ang katuparan
004784,6,DT.* NN.* CC.* PR.* LM DT.*,DTC NNC CCP PRO LM DTC,na ito ay ang katuparan ng,na ito ay ang katuparan ng
004785,6,NN.* CC.* PR.* LM DT.* NN.*,NNC CCP PRO LM DTC NNC,ito ay ang katuparan ng pagtupad,ito ay ang katuparan ng pagtupad
004786,6,CC.* PR.* LM DT.* NN.* CC.*,CCP PRO LM DTC NNC CCB,ay ang katuparan ng pagtupad natin,ay ang katuparan ng pagtupad natin
004787,6,PR.* LM DT.* NN.* CC.* NN.*,PRO LM DTC NNC CCB NNC,ang katuparan ng pagtupad natin sa,ang katuparan ng pagtupad natin sa
004788,6,LM DT.* NN.* CC.* NN.* PR.*,LM DTC NNC CCB NNC PRP,katuparan ng pagtupad natin sa pangarap,katuparan ng pagtupad natin sa pangarap
004789,6,DT.* NN.* CC.* NN.* PR.* CC.*,DTC NNC CCB NNC PRP CCT,ng pagtupad natin sa pangarap ng,ng pagtupad natin sa pangarap ng
004790,6,NN.* CC.* NN.* PR.* CC.* NN.*,NNC CCB NNC PRP CCT NNC,pagtupad natin sa pangarap ng ating,pagtupad natin sa pangarap ng ating
004791,6,CC.* NN.* PR.* CC.* NN.* CC.*,CCB NNC PRP CCT NNC CCB,natin sa pangarap ng ating mga,natin sa pangarap ng ating mga
004792,6,NN.* PR.* CC.* NN.* CC.* PR.*,NNC PRP CCT NNC CCB PRSP_CCP,sa pangarap ng ating mga magulang,sa pangarap ng ating mga magulang
004793,6,PR.* CC.* NN.* CC.* PR.* DT.*,PRP CCT NNC CCB PRSP_CCP DTCP,pangarap ng ating mga magulang ang,pangarap ng ating mga magulang ang
004794,6,CC.* NN.* CC.* PR.* DT.* NN.*,CCT NNC CCB PRSP_CCP DTCP NNC,ng ating mga magulang ang pangarap,ng ating mga magulang ang pangarap
004795,6,NN.* CC.* PR.* DT.* NN.* DT.*,NNC CCB PRSP_CCP DTCP NNC DTC,ating mga magulang ang pangarap nilang,ating mga magulang ang pangarap nilang
004796,6,CC.* PR.* DT.* NN.* DT.* NN.*,CCB PRSP_CCP DTCP NNC DTC NNC,mga magulang ang pangarap nilang mabigyan,mga magulang ang pangarap nilang mabigyan
004797,6,PR.* DT.* NN.* DT.* NN.* PR.*,PRSP_CCP DTCP NNC DTC NNC PRP_CCP,magulang ang pangarap nilang mabigyan ng,magulang ang pangarap nilang mabigyan ng
004798,6,DT.* NN.* DT.* NN.* PR.* VB.*,DTCP NNC DTC NNC PRP_CCP VBW,ang pangarap nilang mabigyan ng tamang,ang pangarap nilang mabigyan ng tamang
004799,6,NN.* DT.* NN.* PR.* VB.* CC.*,NNC DTC NNC PRP_CCP VBW CCB,pangarap nilang mabigyan ng tamang edukasyon,pangarap nilang mabigyan ng tamang edukasyon
004800,6,DT.* NN.* PR.* VB.* CC.* JJ.*,DTC NNC PRP_CCP VBW CCB JJD_CCP,nilang mabigyan ng tamang edukasyon ang,nilang mabigyan ng tamang edukasyon ang
004801,6,NN.* PR.* VB.* CC.* JJ.* NN.*,NNC PRP_CCP VBW CCB JJD_CCP NNC,mabigyan ng tamang edukasyon ang kanilang,mabigyan ng tamang edukasyon ang kanilang
004802,6,PR.* VB.* CC.* JJ.* NN.* DT.*,PRP_CCP VBW CCB JJD_CCP NNC DTC,ng tamang edukasyon ang kanilang mga,ng tamang edukasyon ang kanilang mga
004803,6,VB.* CC.* JJ.* NN.* DT.* PR.*,VBW CCB JJD_CCP NNC DTC PRSP_CCP,tamang edukasyon ang kanilang mga anak.,tamang edukasyon ang kanilang mga anak.
004804,7,VB.* NN.* RB.* CC.* PR.* DT.* NN.*,VBN_CCP NNC_CCP RBS CCT PRSP_CCP DTCP NNC,Walang katapusang pasasalamat sa aming mga guro,Walang katapusang pasasalamat sa aming mga guro
004805,7,NN.* RB.* CC.* PR.* DT.* NN.* CC.*,NNC_CCP RBS CCT PRSP_CCP DTCP NNC CCT,katapusang pasasalamat sa aming mga guro sa,katapusang pasasalamat sa aming mga guro sa
004806,7,RB.* CC.* PR.* DT.* NN.* CC.* PR.*,RBS CCT PRSP_CCP DTCP NNC CCT PRSP_CCP,pasasalamat sa aming mga guro sa kanilang,pasasalamat sa aming mga guro sa kanilang
004807,7,CC.* PR.* DT.* NN.* CC.* PR.* JJ.*,CCT PRSP_CCP DTCP NNC CCT PRSP_CCP JJD_CCP,sa aming mga guro sa kanilang dakilang,sa aming mga guro sa kanilang dakilang
004808,7,PR.* DT.* NN.* CC.* PR.* JJ.* NN.*,PRSP_CCP DTCP NNC CCT PRSP_CCP JJD_CCP NNC,aming mga guro sa kanilang dakilang tungkulin,aming mga guro sa kanilang dakilang tungkulin
004809,7,DT.* NN.* CC.* PR.* JJ.* NN.* CC.*,DTCP NNC CCT PRSP_CCP JJD_CCP NNC CCT,mga guro sa kanilang dakilang tungkulin sa,mga guro sa kanilang dakilang tungkulin sa
004810,7,NN.* CC.* PR.* JJ.* NN.* CC.* DT.*,NNC CCT PRSP_CCP JJD_CCP NNC CCT DTCP,guro sa kanilang dakilang tungkulin sa mga,guro sa kanilang dakilang tungkulin sa mga
004811,7,CC.* PR.* JJ.* NN.* CC.* DT.* VB.*,CCT PRSP_CCP JJD_CCP NNC CCT DTCP VBW,sa kanilang dakilang tungkulin sa mga mag-aaral,sa kanilang dakilang tungkulin sa mga mag-aaral
004812,7,PR.* JJ.* NN.* CC.* DT.* VB.* PM.*,PRSP_CCP JJD_CCP NNC CCT DTCP VBW PMS,kanilang dakilang tungkulin sa mga mag-aaral ang,kanilang dakilang tungkulin sa mga mag-aaral ang
004813,7,JJ.* NN.* CC.* DT.* VB.* PM.* FW,JJD_CCP NNC CCT DTCP VBW PMS FW,dakilang tungkulin sa mga mag-aaral ang araw,dakilang tungkulin sa mga mag-aaral ang araw
004814,7,NN.* CC.* DT.* VB.* PM.* FW DT.*,NNC CCT DTCP VBW PMS FW DTC,tungkulin sa mga mag-aaral ang araw na,tungkulin sa mga mag-aaral ang araw na
004815,7,CC.* DT.* VB.* PM.* FW DT.* NN.*,CCT DTCP VBW PMS FW DTC NNC,sa mga mag-aaral ang araw na ito,sa mga mag-aaral ang araw na ito
004816,7,DT.* VB.* PM.* FW DT.* NN.* CC.*,DTCP VBW PMS FW DTC NNC CCP,mga mag-aaral ang araw na ito ay,mga mag-aaral ang araw na ito ay
004817,7,VB.* PM.* FW DT.* NN.* CC.* PR.*,VBW PMS FW DTC NNC CCP PRO,mag-aaral ang araw na ito ay ang,mag-aaral ang araw na ito ay ang
004818,7,PM.* FW DT.* NN.* CC.* PR.* LM,PMS FW DTC NNC CCP PRO LM,ang araw na ito ay ang katuparan,ang araw na ito ay ang katuparan
004819,7,FW DT.* NN.* CC.* PR.* LM DT.*,FW DTC NNC CCP PRO LM DTC,araw na ito ay ang katuparan ng,araw na ito ay ang katuparan ng
004820,7,DT.* NN.* CC.* PR.* LM DT.* NN.*,DTC NNC CCP PRO LM DTC NNC,na ito ay ang katuparan ng pagtupad,na ito ay ang katuparan ng pagtupad
004821,7,NN.* CC.* PR.* LM DT.* NN.* CC.*,NNC CCP PRO LM DTC NNC CCB,ito ay ang katuparan ng pagtupad natin,ito ay ang katuparan ng pagtupad natin
004822,7,CC.* PR.* LM DT.* NN.* CC.* NN.*,CCP PRO LM DTC NNC CCB NNC,ay ang katuparan ng pagtupad natin sa,ay ang katuparan ng pagtupad natin sa
004823,7,PR.* LM DT.* NN.* CC.* NN.* PR.*,PRO LM DTC NNC CCB NNC PRP,ang katuparan ng pagtupad natin sa pangarap,ang katuparan ng pagtupad natin sa pangarap
004824,7,LM DT.* NN.* CC.* NN.* PR.* CC.*,LM DTC NNC CCB NNC PRP CCT,katuparan ng pagtupad natin sa pangarap ng,katuparan ng pagtupad natin sa pangarap ng
004825,7,DT.* NN.* CC.* NN.* PR.* CC.* NN.*,DTC NNC CCB NNC PRP CCT NNC,ng pagtupad natin sa pangarap ng ating,ng pagtupad natin sa pangarap ng ating
004826,7,NN.* CC.* NN.* PR.* CC.* NN.* CC.*,NNC CCB NNC PRP CCT NNC CCB,pagtupad natin sa pangarap ng ating mga,pagtupad natin sa pangarap ng ating mga
004827,7,CC.* NN.* PR.* CC.* NN.* CC.* PR.*,CCB NNC PRP CCT NNC CCB PRSP_CCP,natin sa pangarap ng ating mga magulang,natin sa pangarap ng ating mga magulang
004828,7,NN.* PR.* CC.* NN.* CC.* PR.* DT.*,NNC PRP CCT NNC CCB PRSP_CCP DTCP,sa pangarap ng ating mga magulang ang,sa pangarap ng ating mga magulang ang
004829,7,PR.* CC.* NN.* CC.* PR.* DT.* NN.*,PRP CCT NNC CCB PRSP_CCP DTCP NNC,pangarap ng ating mga magulang ang pangarap,pangarap ng ating mga magulang ang pangarap
004830,7,CC.* NN.* CC.* PR.* DT.* NN.* DT.*,CCT NNC CCB PRSP_CCP DTCP NNC DTC,ng ating mga magulang ang pangarap nilang,ng ating mga magulang ang pangarap nilang
004831,7,NN.* CC.* PR.* DT.* NN.* DT.* NN.*,NNC CCB PRSP_CCP DTCP NNC DTC NNC,ating mga magulang ang pangarap nilang mabigyan,ating mga magulang ang pangarap nilang mabigyan
004832,7,CC.* PR.* DT.* NN.* DT.* NN.* PR.*,CCB PRSP_CCP DTCP NNC DTC NNC PRP_CCP,mga magulang ang pangarap nilang mabigyan ng,mga magulang ang pangarap nilang mabigyan ng
004833,7,PR.* DT.* NN.* DT.* NN.* PR.* VB.*,PRSP_CCP DTCP NNC DTC NNC PRP_CCP VBW,magulang ang pangarap nilang mabigyan ng tamang,magulang ang pangarap nilang mabigyan ng tamang
004834,7,DT.* NN.* DT.* NN.* PR.* VB.* CC.*,DTCP NNC DTC NNC PRP_CCP VBW CCB,ang pangarap nilang mabigyan ng tamang edukasyon,ang pangarap nilang mabigyan ng tamang edukasyon
004835,7,NN.* DT.* NN.* PR.* VB.* CC.* JJ.*,NNC DTC NNC PRP_CCP VBW CCB JJD_CCP,pangarap nilang mabigyan ng tamang edukasyon ang,pangarap nilang mabigyan ng tamang edukasyon ang
004836,7,DT.* NN.* PR.* VB.* CC.* JJ.* NN.*,DTC NNC PRP_CCP VBW CCB JJD_CCP NNC,nilang mabigyan ng tamang edukasyon ang kanilang,nilang mabigyan ng tamang edukasyon ang kanilang
004837,7,NN.* PR.* VB.* CC.* JJ.* NN.* DT.*,NNC PRP_CCP VBW CCB JJD_CCP NNC DTC,mabigyan ng tamang edukasyon ang kanilang mga,mabigyan ng tamang edukasyon ang kanilang mga
004838,7,PR.* VB.* CC.* JJ.* NN.* DT.* PR.*,PRP_CCP VBW CCB JJD_CCP NNC DTC PRSP_CCP,ng tamang edukasyon ang kanilang mga anak.,ng tamang edukasyon ang kanilang mga anak.
004839,2,RB.* NN.*_PM.*,RBW_CCP NNC_PMC,talumpati ngayong,talumpati ngayong
004840,3,DT.* NN.* RB.*,DTCP NNC RBW_CCP,sa mga talumpati,sa mga talumpati
004841,3,NN.* RB.* NN.*_PM.*,NNC RBW_CCP NNC_PMC,mga talumpati ngayong,mga talumpati ngayong
004842,4,VB.* PR.* CC.* PR.*,VBS PRS CCP PRI_CCP,” alam ko na,” alam ko na
004843,4,PR.* CC.* PR.* NN.*,PRS CCP PRI_CCP NNC,alam ko na maraming,alam ko na maraming
004844,4,PR.* NN.* CC.* PR.*,PRI_CCP NNC CCP PRO,na maraming beses na,na maraming beses na
004845,4,NN.* CC.* PR.* VB.*,NNC CCP PRO VBTS,maraming beses na ito,maraming beses na ito
004846,4,CC.* PR.* VB.* CC.*,CCP PRO VBTS CCT,beses na ito nabigkas,beses na ito nabigkas
004847,4,PR.* VB.* CC.* DT.*,PRO VBTS CCT DTCP,na ito nabigkas sa,na ito nabigkas sa
004848,4,VB.* CC.* DT.* NN.*,VBTS CCT DTCP NNC,ito nabigkas sa mga,ito nabigkas sa mga
004849,4,CC.* DT.* NN.* RB.*,CCT DTCP NNC RBW_CCP,nabigkas sa mga talumpati,nabigkas sa mga talumpati
004850,4,DT.* NN.* RB.* NN.*_PM.*,DTCP NNC RBW_CCP NNC_PMC,sa mga talumpati ngayong,sa mga talumpati ngayong
004851,5,VB.* PR.* CC.* PR.* NN.*,VBS PRS CCP PRI_CCP NNC,” alam ko na maraming,” alam ko na maraming
004852,5,PR.* CC.* PR.* NN.* CC.*,PRS CCP PRI_CCP NNC CCP,alam ko na maraming beses,alam ko na maraming beses
004853,5,CC.* PR.* NN.* CC.* PR.*,CCP PRI_CCP NNC CCP PRO,ko na maraming beses na,ko na maraming beses na
004854,5,PR.* NN.* CC.* PR.* VB.*,PRI_CCP NNC CCP PRO VBTS,na maraming beses na ito,na maraming beses na ito
004855,5,NN.* CC.* PR.* VB.* CC.*,NNC CCP PRO VBTS CCT,maraming beses na ito nabigkas,maraming beses na ito nabigkas
004856,5,CC.* PR.* VB.* CC.* DT.*,CCP PRO VBTS CCT DTCP,beses na ito nabigkas sa,beses na ito nabigkas sa
004857,5,PR.* VB.* CC.* DT.* NN.*,PRO VBTS CCT DTCP NNC,na ito nabigkas sa mga,na ito nabigkas sa mga
004858,5,VB.* CC.* DT.* NN.* RB.*,VBTS CCT DTCP NNC RBW_CCP,ito nabigkas sa mga talumpati,ito nabigkas sa mga talumpati
004859,5,CC.* DT.* NN.* RB.* NN.*_PM.*,CCT DTCP NNC RBW_CCP NNC_PMC,nabigkas sa mga talumpati ngayong,nabigkas sa mga talumpati ngayong
004860,6,VB.* PR.* CC.* PR.* NN.* CC.*,VBS PRS CCP PRI_CCP NNC CCP,” alam ko na maraming beses,” alam ko na maraming beses
004861,6,PR.* CC.* PR.* NN.* CC.* PR.*,PRS CCP PRI_CCP NNC CCP PRO,alam ko na maraming beses na,alam ko na maraming beses na
004862,6,CC.* PR.* NN.* CC.* PR.* VB.*,CCP PRI_CCP NNC CCP PRO VBTS,ko na maraming beses na ito,ko na maraming beses na ito
004863,6,PR.* NN.* CC.* PR.* VB.* CC.*,PRI_CCP NNC CCP PRO VBTS CCT,na maraming beses na ito nabigkas,na maraming beses na ito nabigkas
004864,6,NN.* CC.* PR.* VB.* CC.* DT.*,NNC CCP PRO VBTS CCT DTCP,maraming beses na ito nabigkas sa,maraming beses na ito nabigkas sa
004865,6,CC.* PR.* VB.* CC.* DT.* NN.*,CCP PRO VBTS CCT DTCP NNC,beses na ito nabigkas sa mga,beses na ito nabigkas sa mga
004866,6,PR.* VB.* CC.* DT.* NN.* RB.*,PRO VBTS CCT DTCP NNC RBW_CCP,na ito nabigkas sa mga talumpati,na ito nabigkas sa mga talumpati
004867,6,VB.* CC.* DT.* NN.* RB.* NN.*_PM.*,VBTS CCT DTCP NNC RBW_CCP NNC_PMC,ito nabigkas sa mga talumpati ngayong,ito nabigkas sa mga talumpati ngayong
004868,7,VB.* PR.* CC.* PR.* NN.* CC.* PR.*,VBS PRS CCP PRI_CCP NNC CCP PRO,” alam ko na maraming beses na,” alam ko na maraming beses na
004869,7,PR.* CC.* PR.* NN.* CC.* PR.* VB.*,PRS CCP PRI_CCP NNC CCP PRO VBTS,alam ko na maraming beses na ito,alam ko na maraming beses na ito
004870,7,CC.* PR.* NN.* CC.* PR.* VB.* CC.*,CCP PRI_CCP NNC CCP PRO VBTS CCT,ko na maraming beses na ito nabigkas,ko na maraming beses na ito nabigkas
004871,7,PR.* NN.* CC.* PR.* VB.* CC.* DT.*,PRI_CCP NNC CCP PRO VBTS CCT DTCP,na maraming beses na ito nabigkas sa,na maraming beses na ito nabigkas sa
004872,7,NN.* CC.* PR.* VB.* CC.* DT.* NN.*,NNC CCP PRO VBTS CCT DTCP NNC,maraming beses na ito nabigkas sa mga,maraming beses na ito nabigkas sa mga
004873,7,CC.* PR.* VB.* CC.* DT.* NN.* RB.*,CCP PRO VBTS CCT DTCP NNC RBW_CCP,beses na ito nabigkas sa mga talumpati,beses na ito nabigkas sa mga talumpati
004874,7,PR.* VB.* CC.* DT.* NN.* RB.* NN.*_PM.*,PRO VBTS CCT DTCP NNC RBW_CCP NNC_PMC,na ito nabigkas sa mga talumpati ngayong,na ito nabigkas sa mga talumpati ngayong
004875,3,CC.* DT.* NN.*,CCT DTC NNC_CCP,pero ang kasabihang,pero ang kasabihang
004876,3,DT.* NN.* PR.*,DTC NNC_CCP PRO,ang kasabihang ito,ang kasabihang ito
004877,3,NN.* PR.* DT.*,NNC_CCP PRO DTC,kasabihang ito ang,kasabihang ito ang
004878,3,CC.* DT.* JJ.*,CCT DTCP JJCS_JJD,sa mga pinakaimportante,sa mga pinakaimportante
004879,3,DT.* JJ.* CC.*,DTCP JJCS_JJD CCP,mga pinakaimportante na,mga pinakaimportante na
004880,3,JJ.* CC.* VB.*,JJCS_JJD CCP VBTS,pinakaimportante na naipakilala,pinakaimportante na naipakilala
004881,3,JJ.* CC.* NN.*_PM.*,JJD CCP NNC_PMP,mataas na paaralan.,mataas na paaralan.
004882,4,CC.* DT.* NN.* PR.*,CCT DTC NNC_CCP PRO,pero ang kasabihang ito,pero ang kasabihang ito
004883,4,DT.* NN.* PR.* DT.*,DTC NNC_CCP PRO DTC,ang kasabihang ito ang,ang kasabihang ito ang
004884,4,NN.* PR.* DT.* PR.*,NNC_CCP PRO DTC PRI,kasabihang ito ang isa,kasabihang ito ang isa
004885,4,PR.* DT.* PR.* CC.*,PRO DTC PRI CCT,ito ang isa sa,ito ang isa sa
004886,4,DT.* PR.* CC.* DT.*,DTC PRI CCT DTCP,ang isa sa mga,ang isa sa mga
004887,4,PR.* CC.* DT.* JJ.*,PRI CCT DTCP JJCS_JJD,isa sa mga pinakaimportante,isa sa mga pinakaimportante
004888,4,CC.* DT.* JJ.* CC.*,CCT DTCP JJCS_JJD CCP,sa mga pinakaimportante na,sa mga pinakaimportante na
004889,4,DT.* JJ.* CC.* VB.*,DTCP JJCS_JJD CCP VBTS,mga pinakaimportante na naipakilala,mga pinakaimportante na naipakilala
004890,4,JJ.* CC.* VB.* CC.*,JJCS_JJD CCP VBTS CCT,pinakaimportante na naipakilala sa,pinakaimportante na naipakilala sa
004891,4,CC.* VB.* CC.* PR.*,CCP VBTS CCT PRSP,na naipakilala sa atin,na naipakilala sa atin
004892,4,VB.* CC.* PR.* PR.*,VBTS CCT PRSP PRL,naipakilala sa atin dito,naipakilala sa atin dito
004893,4,PR.* PR.* CC.* JJ.*,PRSP PRL CCT JJD,atin dito sa mataas,atin dito sa mataas
004894,4,PR.* CC.* JJ.* CC.*,PRL CCT JJD CCP,dito sa mataas na,dito sa mataas na
004895,4,CC.* JJ.* CC.* NN.*_PM.*,CCT JJD CCP NNC_PMP,sa mataas na paaralan.,sa mataas na paaralan.
004896,5,CC.* DT.* NN.* PR.* DT.*,CCT DTC NNC_CCP PRO DTC,pero ang kasabihang ito ang,pero ang kasabihang ito ang
004897,5,DT.* NN.* PR.* DT.* PR.*,DTC NNC_CCP PRO DTC PRI,ang kasabihang ito ang isa,ang kasabihang ito ang isa
004898,5,NN.* PR.* DT.* PR.* CC.*,NNC_CCP PRO DTC PRI CCT,kasabihang ito ang isa sa,kasabihang ito ang isa sa
004899,5,PR.* DT.* PR.* CC.* DT.*,PRO DTC PRI CCT DTCP,ito ang isa sa mga,ito ang isa sa mga
004900,5,DT.* PR.* CC.* DT.* JJ.*,DTC PRI CCT DTCP JJCS_JJD,ang isa sa mga pinakaimportante,ang isa sa mga pinakaimportante
004901,5,PR.* CC.* DT.* JJ.* CC.*,PRI CCT DTCP JJCS_JJD CCP,isa sa mga pinakaimportante na,isa sa mga pinakaimportante na
004902,5,CC.* DT.* JJ.* CC.* VB.*,CCT DTCP JJCS_JJD CCP VBTS,sa mga pinakaimportante na naipakilala,sa mga pinakaimportante na naipakilala
004903,5,DT.* JJ.* CC.* VB.* CC.*,DTCP JJCS_JJD CCP VBTS CCT,mga pinakaimportante na naipakilala sa,mga pinakaimportante na naipakilala sa
004904,5,JJ.* CC.* VB.* CC.* PR.*,JJCS_JJD CCP VBTS CCT PRSP,pinakaimportante na naipakilala sa atin,pinakaimportante na naipakilala sa atin
004905,5,CC.* VB.* CC.* PR.* PR.*,CCP VBTS CCT PRSP PRL,na naipakilala sa atin dito,na naipakilala sa atin dito
004906,5,VB.* CC.* PR.* PR.* CC.*,VBTS CCT PRSP PRL CCT,naipakilala sa atin dito sa,naipakilala sa atin dito sa
