General POS,Detailed POS
CC.* NN.* PR.*_PM.* FW RB.* PR.* VB.* CC.* PR.* RB.* DT.* NN.*_PM.*,CCT NNC PRS_PMS FW RBF PRS VBW CCT PRQ_CCP RBI_CCP DTCP NNC_PMC
VB.* CC.* NN.* CC.* DT.* NN.* NN.* CC.* NN.* NN.*_PM.*,VBTS CCB NNC CCP DTP NNP NNP CCT NNP NNP_PMP
RB.* PR.* VB.* RB.* RB.* PR.* RB.* RB.* PR.* JJ.*_PM.*,RBF PRS VBS RBK RBQ PRS RBD RBD PRC JJD_PMC
VB.* CC.* PR.* RB.* NN.*_PM.*,VBTS CCB PRI RBI_CCP NNC_PMC
CC.* DT.* NN.* NN.*_PM.*,CCP DTP NNPA NNP_PMC
FW FW CC.* NN.*_PM.*,FW FW CCB NNPA_PMP
DT.* NN.* PR.* VB.*_PM.*,DTC NNC PRO_CCP VBTS_PMC
CC.* VB.* PR.* CC.* DT.* NN.* CC.* DT.* NN.* CC.* VB.* PR.* CC.* DT.* NN.* CC.* NN.* CC.* NN.*_PM.*,CCT VBTS PRS CCB DTCP NNC CCB DTCP NNC CCA VBTS PRS CCB DTCP NNC CCB NNC CCA NNC_PMC
VB.* DT.* NN.* NN.*_PM.*,VBTS DTP NNP NNP_PMC
PR.* JJ.* PM.* NN.* CC.* NN.* NN.*_PM.*,PRI_CCP JJD PMS NNC CCB NNP NNP_PMC
VB.* DT.* NN.* CC.* NN.* CC.*_PM.* PR.* JJ.* NN.*_PM.*_PM.*,VBTS DTC NNC CCB NNC CCT_PMS PRI_CCP JJD_CCP NNC_PMP_PMS
RB.* VB.* JJ.* NN.*_PM.*,RBW_CCP VBTS_CCP JJN_CCP NNC_PMC
RB.* CC.* VB.* CC.* NN.* CC.* NN.* DT.* PR.* NN.* CC.* NN.* CC.* DT.* NN.* CC.* JJ.* CC.* DT.* NN.*_PM.*,RBD CCP VBTS CCB NNC CCB NNP DTC PRSP_CCP NNC CCT NNC CCP DTCP NNC CCT JJD CCP DTCP NNC_PMSC
JJ.* CD.* NN.* DT.* VB.* RB.* CC.* JJ.* CC.* VB.* DT.* NN.*_PM.*,JJCC CDB NNC DTC VBTS RBL CCT JJD CCB VBTS_CCP DTCP NNC_PMP
DT.* VB.* NN.* LM VB.* CC.* NN.* CC.* NN.*_PM.*,DTC VBTS_CCP NNC LM VBTS CCT NNC CCB NNP_PMC
RB.* RB.* VB.* DT.* JJ.* JJ.* NN.* CC.* NN.* RB.* VB.* NN.*_PM.*,RBK RBQ VBTS DTC JJN_CCP JJD_CCP NNC CCB NNPA RBW_CCP VBTS_CCP NNC_PMP
DT.* JJ.* NN.* LM VB.* RB.* NN.* CC.* CD.*_PM.*,DTC JJD_CCP NNC LM VBTS RBW_CCP NNP CCB CDB_PMC
PR.* NN.* RB.* VB.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* VB.* DT.* NN.* CC.* CC.* PR.* NN.* CC.* VB.* VB.*_PM.* VB.* CC.* JJ.* CC.* NN.*_PM.* PM.* DT.* NN.* CC.* JJ.* CC.* VB.* CC.* NN.* CC.* NN.*_PM.*,PRQ_CCP NNC RBI VBW CCB NNC CCP VBTS CCB NNPA CCB VBOF DTC NNC CCB CCT PRQ_CCP NNC CCP VBS_CCP VBH_PMS VBTS CCP JJD CCP NNC_PMS PMS DTC NNC CCP JJD CCP VBTR CCB NNC CCB NNPA_PMP
DT.* NN.* RB.* DT.* VB.* CC.* JJ.* CC.* NN.* CC.* VB.* CC.* VB.* NN.* CC.* NN.* DT.* VB.* CC.* NN.* CC.* NN.*_PM.*,DTC NNPA RBW DTC VBTR CCT JJD CCP NNC CCA VBTS CCP VBN_CCP NNC CCB NNC DTC VBAF CCT NNC CCB NNC_PMP
VB.* DT.* NN.* CC.* DT.* NN.* RB.* CC.* NN.* NN.* CC.* VB.* RB.* DT.* NN.* CC.* VB.* CC.* DT.* NN.* RB.* CC.* RB.* NN.* CC.* NN.* CC.*,VBTS DTC NNC CCB DTCP NNC RBL CCT NNP NNP CCB VBOF_CCP RBW DTC NNC CCA VBAF CCB DTCP NNC RBR CCT RBW_CCP NNC CCB NNC CCB
NN.*_,NNPA_
VB.* DT.* NN.* CC.* VB.* CC.* NN.* RB.* VB.* VB.* DT.* JJ.* NN.* CC.* NN.* CC.* NN.*_PM.*,VBOF DTC NNC CCT VBW CCB NNC_CCP RBM VBW VBTS DTC JJN_CCP NNC CCB NNPA CCT NNP_PMP
DT.* NN.* LM VB.* CC.* VB.* NN.* CC.* JJ.* JJ.* DT.* NN.* CC.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* CC.* NN.* NN.*_PM.*,DTC NNC LM VBTR CCB VBW NNC CCB JJCC_CCP JJD_CCP DTCP NNC CCT CCT NNC CCB NNC CCB NNP CCP VBTR_VBAF CCT NNC CCB NNC CCB NNP NNP_PMP
VB.* PM.* NN.* CC.* NN.* CC.* DT.* NN.* CC.* NN.* DT.* NN.* RB.* CC.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* CC.* DT.* NN.* NN.* NN.* NN.* NN.* NN.* LM VB.* CC.* FW CC.* NN.* CC.* NN.* NN.* NN.* NN.*_PM.*,VBTS_CCP PMS NNC CCB NNP CCB DTCP NNP CCB NNP DTC NNC RBR CCT CCR DTC NNP CCB NNP CCB NNP CCP DTP NNP NNP CCT DTC NNP NNP NNP NNPA NNP NNPA LM VBTF CCT FW CCP NNC CCT NNC NNP NNP NNP_PMC
CC.* VB.* DT.* NN.* NN.* CC.* VB.* NN.*_PM.*,CCA VBTS DTC NNC_CCP NNC CCP VBN_CCP NNC_PMP
RB.*_PM.*,RBW_PMC
VB.* DT.* NN.* NN.* NN.* NN.* NN.* NN.* NN.* NN.*_PM.*,VBTS DTP NNP NNP NNP NNP NNPA NNP NNP NNP_PMC
NN.* NN.* CC.* DT.* NN.* CC.* VB.* RB.* DT.* NN.* NN.* NN.* NN.*_PM.*,NNC_CCP NNPA CCT DTCP NNC CCP VBTS RBW DTPP NNP NNP NNPA NNP_PMC
NN.* NN.* CC.* NN.* NN.* NN.* NN.*_PM.*,NNP NNPA CCA NNP NNP NNP NNP_PMC
NN.* NN.*_PM.*,NNP NNPA_PMC
CC.* VB.* NN.* CC.* DT.* NN.* DT.* NN.* CC.* VB.* PR.* DT.* PR.* NN.* CC.* DT.* NN.*_PM.*,CCP VBTR_CCP NNC CCT DTCP NNC DTP NNP CCA VBOF PRS DTC PRSP_CCP NNC CCT DTP NNP_PMC
CC.* VB.* PR.* DT.*_PM.* JJ.* NN.* CC.* NN.* RB.* RB.*_PM.*_PM.*,CCP VBTR_CCP PRS DTC_PMS JJCS_JJD_CCP NNC CCB NNP RBW RBW_PMC_PMS
DT.* VB.* PR.* VB.* CC.* NN.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* CC.* NN.*_PM.*,DTC VBW PRS_CCP VBOF CCT NNP CCB NNP_CCP CCT VBW CCT NNC CCB NNP CCB NNP_PMP
DT.* NN.* DT.* NN.*_PM.*,DTC NNC DTP NNP_PMC
DT.* NN.* CC.* NN.*_PM.*,DTC NNP CCB NNP_PMC
CC.* DT.* NN.* NN.* NN.* NN.* CC.* NN.* CC.* NN.*_PM.*,CCP DTP NNP NNP NNPA NNP CCB NNP CCB NNP_PMC
NN.* NN.* LM VB.* CC.* VB.* CC.* NN.* NN.* CC.* RB.* VB.* NN.* PR.*_PM.*,NNP NNP LM VBTS CCT VBW CCT NNC_CCP NNC CCP RBF VBTS_CCP NNC PRO_PMC
VB.* PR.* CC.*_PM.* NN.* JJ.* CC.* JJ.* CC.* VB.* JJ.* NN.* DT.* NN.*_PM.* CC.* VB.* DT.* NN.*_PM.*,VBTR PRS CCP_PMS NNC JJD CCP JJD CCP VBN_CCP JJD_CCP NNC DTC NNC_PMS CCB VBOF DTC NNC_PMC
CC.* VB.* PR.* VB.* CC.* DT.* NN.* NN.* LM_PM.* RB.* RB.* RB.* DT.* NN.* NN.*_PM.*_PM.*,CCA VBTR PRS_CCP VBTS CCP DTC NNC_CCP NNC LM_PMS RBF RBT RBR DTP NNP NNP_PMP_PMS
CC.* DT.* JJ.* JJ.* CC.* VB.* PR.* CC.* CC.* DT.* DT.* VB.* JJ.* CC.* NN.* JJ.* CC.* JJ.* NN.* NN.* DT.* NN.* NN.* LM RB.* VB.* VB.* CC.* NN.* CC.* NN.*_PM.*,CCB DTC JJCC JJD CCP VBTS PRS CCP CCP DTC DTCP VBH JJD CCP NNC JJC CCB JJD_CCP NNP_CCP NNC DTP NNP NNP LM RBF VBS VBAF CCB NNC CCT NNP_PMC
JJ.* CC.* VB.* CC.* NN.* RB.* CC.* NN.* CC.* RB.* CC.* NN.* CC.* VB.* DT.* NN.* CC.* VB.* NN.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* LM JJ.* CC.* NN.* RB.* NN.* CC.* NN.*_PM.*,JJD CCP VBAF CCB NNC RBL CCT NNP CCT RBW CCB NNC CCA VBTS DTC NNC CCB VBTS_CCP NNP_CCP NNP CCB NNP CCB NNP CCP DTP NNP NNP LM JJD CCP NNC RBW_CCP NNC CCB NNC_PMP
VB.*_PM.*,VBW_PMC
VB.* DT.* DT.* NN.* DT.* NN.* CC.* VB.* CC.* DT.* NN.* CC.* CC.* VB.* CC.* NN.* CC.* VB.* CD.* CC.* VB.* PM.* RB.* CC.* DT.* NN.* CC.* CD.* CC.* RB.* VB.* PM.* RB.*_PM.*,VBTR_VBRF DTC DTCP NNC DTP NNP CCA VBTS CCT DTCP NNC CCA CCT VBTF CCP NNC CCP VBH CDB CCP VBTR_VBAF PMS RBR CCT DTCP NNC CCA CDB CCP RBF VBAF PMS RBR_PMP
DT.* NN.* CC.* CC.* DT.* NN.* NN.* LM VB.* CC.* PM.* NN.* CC.* JJ.* NN.* CD.* CC.* NN.* PM.* RB.* NN.* CC.* CD.* CC.* NN.*_PM.*,DTC NNC CCT CCR DTC NNC_CCP NNC LM VBS CCR PMS NNC CCT JJN_CCP NNC CDB CCP NNC_CCP PMS RBR NNC CCT CDB CCP NNC_PMP
CC.* NN.* PM.* NN.* CC.* NN.* NN.*_PM.*,CCT NNC PMS NNC CCT NNC_CCP NNC_PMC
VB.* DT.* DT.* NN.* DT.* NN.*_PM.*,VBTR DTC DTCP NNC DTP NNP_PMC
CC.* DT.* FW CC.* DT.* NN.* CC.* PR.* CC.* VB.* CC.* VB.* CD.* CC.* VB.* CC.* DT.* NN.* CC.* CD.* CC.* NN.* CC.* DT.* PR.*_PM.*,CCT DTC FW CCT DTCP NNC CCP PRO CCA VBTS CCP VBH CDB CCP VBW CCT DTCP NNC CCA CDB CCP NNC CCT DTCP PRO_PMP
DT.* NN.* NN.* CC.* RB.* VB.* LM VB.* PM.* VB.* CC.* VB.* CC.* JJ.* NN.* CC.* DT.* NN.*_PM.*,DTC NNC_CCP NNC CCP RBF VBTR LM VBTS PMS VBOF CCA VBOF CCT JJN_CCP NNC CCT DTCP NNC_PMC
CC.* RB.* VB.* DT.* NN.*_PM.*,CCP RBF VBTF DTC NNC_PMP
DT.* DT.* VB.* CC.* VB.* CC.* NN.* CC.* NN.* NN.* CD.* LM VB.* PM.* NN.* CC.* DT.* JJ.* CC.* NN.* JJ.* CC.* NN.* NN.* LM VB.* CC.* NN.* CC.* NN.* CD.*_PM.*,DTC DTCP VBTR_VBAF CCB VBTR CCP NNC CCP NNP NNP CDB LM VBTS PMS NNC CCP DTC JJD CCP NNC_CCP JJD CCP NNP NNP LM VBTR CCP NNC CCT NNP CDB_PMP
DT.* NN.* DT.* NN.* NN.*_PM.*,DTC NNC_CCP DTP NNP NNP_PMC
NN.* CC.* DT.* NN.* NN.*_PM.*,NNC CCP DTP NNP NNP_PMC
DT.* NN.* CC.* DT.* NN.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* LM VB.* CC.* PR.* JJ.* NN.* CC.* VB.* RB.* FW VB.* PR.* CC.* NN.* NN.*_PM.*,DTC NNC CCP DTP NNP NNP CCA NNC CCP DTP NNP NNP LM VBTF CCB PRSP_CCP JJN_CCP NNC CCP VBTF RBL FW VBAF PRP CCT NNP NNP_PMC
CC.* NN.* RB.* CD.*_PM.*,CCT NNP RBW_CCP CDB_PMP
DT.* NN.* LM VB.* PM.* NN.*_PM.*,DTC NNC LM VBTF PMS NNC_PMC
CC.* CC.* PR.* RB.* DT.* VB.* CC.* NN.* JJ.* CC.* NN.*_PM.*,CCB CCB PRI RBI_CCP DTCP VBTR_VBAF CCB NNC JJC CCB NNP_PMC
NN.* NN.*_PM.*,NNP NNP_PMC
CC.* NN.* NN.* CC.* CC.* NN.* CC.* PR.*_PM.*,CCA NNP NNP CCT CCT NNC CCP PRO_PMP
DT.* NN.* CD.* LM PR.* NN.* CC.* JJ.* NN.* CC.* PR.* PR.* CC.* NN.* CC.* NN.* CC.* VB.* DT.* NN.* NN.*_PM.*,DTC NNP CDB LM PRI_CCP NNC CCB JJD_CCP NNC CCT PRI PRI CCB NNP CCB NNC CCP VBOF DTP NNP NNP_PMP
DT.* DT.* NN.* CC.* PR.* LM VB.* CC.* NN.* PM.* CD.* NN.* CC.* NN.*_PM.* NN.* NN.* NN.*_PM.*,DTC DTCP NNC CCP PRO LM VBTS CCT NNP PMS CDB NNP CCB NNP_PMS NNCA NNP NNP_PMC
CC.* VB.* CC.* VB.* DT.* NN.* CC.* NN.* NN.* NN.*_PM.*,CCP VBTS CCT VBW DTC NNC CCP NNP NNP NNP_PMC
NN.* PR.* CC.* VB.* DT.* NN.* CC.* DT.* JJ.* PM.* NN.*_PM.*,NNC PRO CCP VBW DTC NNC CCB DTCP JJD PMS NNP_PMP
DT.* NN.* NN.* LM RB.* RB.* VB.* CC.* VB.* CC.* NN.* CC.* CD.* NN.* CC.* CC.* RB.* NN.* CC.* NN.* DT.* NN.* NN.* CC.* NN.* NN.* NN.* CC.* NN.* CC.* JJ.* NN.* CC.* FW_PM.*,DTC NNP NNP LM RBF RBI VBTR CCP VBTF CCT NNC CCB CDB NNC CCR CCT RBF NNC CCT NNC DTP NNP NNP CCA NNP NNP NNC CCT NNC CCA JJD_CCP NNC CCB FW_PMP
CC.*_PM.*,CCB_PMC
RB.* VB.* PR.* VB.* DT.* PR.* RB.* NN.* CC.* VB.* DT.* NN.* CD.*_PM.*,RBM VBS PRP_CCP VBOF DTC PRSP_CCP RBF NNC CCT VBW DTC NNP CDB_PMSC
PM.*_ JJ.* CC.* PR.* VB.* PR.* VB.* DT.* PR.* CC.* PR.* VB.* CC.* VB.* DT.* DT.* NN.* CC.* NN.* CC.* VB.* CC.* JJ.* CC.* NN.* CC.* CC.* NN.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* DT.* JJ.* CC.* NN.*_PM.*_PM.*,PMS_ JJC CCB PRI VBS PRS_CCP VBOF DTC PRI CCB PRSP_CCP VBW CCT VBW DTC DTCP NNC CCB NNP CCT VBW CCB JJD CCP NNC CCT CCT NNC CCB NNC CCA VBTF CCB NNC CCT DTCP JJD CCP NNC_PMC_PMS
VB.* DT.* NN.* NN.* CC.* JJ.* RB.* PR.*_PM.*,VBS DTP NNP NNP CCA JJD RBI PRS_PMC
PM.*_ PR.* RB.* DT.* NN.* DT.* NN.* CC.* DT.* NN.* RB.* LM JJ.* CC.* NN.* PR.* CC.* CC.* NN.* CC.* CC.* NN.* PR.* LM VB.* CC.* NN.* CC.* NN.* CC.* PR.* PR.* VB.* JJ.*_PM.*_PM.*,PMS_ PRQ RBI_CCP DTCP NNC DTPP NNP CCA DTC NNC RBW LM JJD CCT NNC_CCP PRO CCA CCR NNC CCT CCT NNC_CCP PRO LM VBTF CCT NNC CCB NNC CCR PRC PRO VBTF JJD_PMP_PMS
DT.*,DTC
CD.* NN.* CC.* NN.* CC.* NN.* PM.* NN.* LM VB.* RB.* RB.* CC.* NN.* NN.* CC.* RB.* VB.* CC.* VB.* CC.* NN.* CC.* NN.*_PM.*,CDB NNC CCB NNC CCB NNC PMS NNC LM VBTR RBW_CCP RBW CCT NNP NNP CCA RBM VBW CCB VBW CCT NNP CCB NNP_PMC
RB.* CC.* NN.* CC.* NN.* NN.*_PM.*,RBR CCT NNP CCB NNPA NNP_PMP
DT.* VB.* CC.* NN.* LM VB.* CC.* VB.* CC.*_PM.* JJ.*_PM.* VB.* CC.* DT.* NN.* NN.* LM JJ.* CC.* CD.* NN.*_PM.*,DTC VBW CCB NNC LM VBTR CCP VBTF CCB_PMS JJD_CCP_PMS VBW CCA DTC NNP NNP LM JJD CCB CDB NNPA_PMP
VB.* CC.* NN.* CC.* NN.* CC.* VB.*_PM.* JJ.* NN.* CC.* NN.* CC.* NN.* PM.* NN.*_PM.* CC.* VB.* RB.* DT.* CD.* NN.* CC.* RB.* NN.*_PM.*,VBTS CCB NNP CCB NNP CCP VBH_CCP_PMS JJD_CCP NNC CCT NNC CCA NNC PMS NNC_PMS CCA VBTS RBI DTC CDB NNC CCP RBL NNC_PMP
DT.*,DTC
CD.* CC.* DT.* NN.* PM.* NN.* LM VB.* RB.* DT.* JJ.* NN.*_PM.*,CDB CCP DTCP NNC PMS NNC LM VBTS_CCP RBL DTCP JJD_CCP NNC_PMP
VB.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* PR.* LM VB.* CC.* JJ.* NN.* CC.* VB.* CC.* VB.* CC.* PR.* DT.* PR.* CC.* NN.* CC.* VB.* RB.* DT.* DT.* NN.* CC.* VB.* CC.* DT.* PR.* LM VB.* DT.* DT.* JJ.* NN.*_PM.*,VBTS CCB NNC CCB NNC CCB NNP CCP PRP LM VBTF CCB JJD_CCP NNC CCP VBTF CCT VBW CCT PRI DTC PRI CCB NNC CCT VBOF RBI DTC DTCP NNC CCP VBOF CCR DTC PRI LM VBS DTC DTCP JJD_CCP NNC_PMC
JJ.* RB.* DT.* DT.* NN.*_PM.*,JJCC RBI DTC DTCP NNC_PMP
DT.* VB.* CC.* NN.* LM VB.* CC.* JJ.* CC.* NN.* CC.* NN.* CC.* JJ.* CD.* NN.* PR.* NN.*_PM.*,DTC VBW CCB NNC LM VBOF CCB JJD CCP NNC CCT NNC CCP JJD CDB NNC PRI NNC_PMC
CC.* RB.* VB.* JJ.* CC.* NN.*_PM.*,CCA RBM VBW JJD CCP NNC_PMC
JJ.* CC.* NN.*_PM.*,JJD CCP NNC_PMC
JJ.* NN.* CC.* PR.* NN.* NN.*_PM.*,JJD_CCP NNC CCT PRI_CCP NNP_CCP NNP_PMP
CC.* RB.* VB.* CD.* CC.* DT.* NN.* CC.* VB.* CC.* PR.*_PM.* NN.* PM.* PR.* NN.*_PM.*,CCT RBW VBH_CCP CDB CCP DTCP NNC CCP VBW CCT PRI_PMS NNCA PMS PRI_CCP NNC_PMC
JJ.* DT.* VB.* CC.* VB.*_PM.*,JJN DTC VBTR CCP VBW_PMP
DT.* DT.* NN.* CC.* NN.* CC.* NN.* NN.* LM VB.* CC.* JJ.* CC.* CC.* NN.*_PM.*,DTC DTCP NNC CCB NNC CCB NNP_CCP NNP LM VBTS CCB JJD CCR CCT NNC_PMP
VB.* DT.* NN.* CC.* VB.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* NN.* CC.* NN.*_PM.*,VBTR DTP NNPA CCP VBOF DTC NNC CCT NNC CCB NNC CCB NNP_CCP NNP CCT NNP_PMP
CC.*_PM.*,CCB_PMC
VB.* PM.* NN.* DT.* NN.*_NN.*_PM.*,VBTS PMS NNC DTC NNP_NNP_PMP
CC.* VB.* PR.* DT.* VB.* PM.* VB.* CC.* CD.* CC.* DT.* NN.* RB.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* CC.* NN.*_PM.*,CCP VBTF PRP DTC VBAF PMS VBAF CCP CDB CCP DTCP NNC RBL CCT NNC CCB NNC CCA DTC NNC CCB NNP_PMP
DT.* NN.* LM VB.* PM.* NN.* RB.* CC.* NN.* NN.* NN.* CC.* VB.* CC.* JJ.* CC.* NN.* CC.* NN.*_PM.*,DTC NNPA LM VBTS PMS NNC RBL CCT NNP NNP NNP CCP VBTR CCB JJD CCP NNC CCP NNC_PMP
JJ.*,JJD_CCP
CD.* NN.* CC.* NN.*_PM.*,CDB NNPA CCB NNP_PMC
VB.* CD.* CC.* NN.* CC.* NN.* CC.* NN.* DT.* VB.*_PM.*,VBH CDB CCP NNC CCB NNC CCB NNC DTC VBTS_PMP
RB.* RB.*_PM.*,RBW_CCP RBW_PMC
VB.* CC.* NN.* CC.* NN.* CC.* NN.* CC.* NN.* DT.* NN.* CC.* NN.* CC.* CC.* DT.* NN.* NN.* CC.* PR.* NN.* CC.* NN.* NN.* NN.* NN.* CC.* VB.* RB.* NN.* CC.* NN.* VB.* VB.* DT.* JJ.* NN.* CC.* NN.* FW FW FW CC.* DT.* NN.* NN.* CC.* NN.* NN.* LM VB.* JJ.* NN.*_PM.*,VBTS CCB NNP CCB NNP CCA NNP CCB NNP DTC NNC CCB NNC CCT CCT DTCP NNP_CCP NNP CCA PRI_CCP NNC CCB NNP NNP NNP NNP CCP VBTS RBW_CCP NNP CCA NNP VBW VBTS DTC JJN_CCP NNC CCB NNP FW FW FW CCP DTPP NNP NNP CCA NNP NNP LM VBH JJD_CCP NNC_PMP
CC.* NN.* LM VB.* CC.* NN.* CC.* NN.* CC.* VB.* CC.* NN.* CC.* NN.* CC.* NN.*_PM.*,CCB NNC LM VBTS CCB NNC CCB NNC CCP VBTR CCB NNP CCB NNP CCB NNP_PMP
CC.* PR.* NN.* CC.* VB.* CC.* NN.* NN.* NN.*_PM.*,CCT PRI_CCP NNC CCP VBTS CCB NNP NNP NNP_PMC
VB.* PR.*_PM.*,VBS PRP_PMC
PM.*_ VB.* PR.* CC.* NN.* NN.* NN.* CC.* VB.* RB.* VB.* CC.* DT.* NN.* CC.* NN.* CC.* NN.* CC.* VB.* DT.* JJ.* CC.* NN.* CC.* CC.* DT.* VB.* NN.* CC.* VB.* DT.* PR.* DT.* NN.* CC.* JJ.* NN.*_PM.*_PM.*,PMS_ VBTR PRO CCB NNP NNP NNP CCA VBTR_VBOB RBD_CCP VBW CCT DTCP NNC CCB NNC CCB NNPA CCT VBW DTC JJCS_JJD CCP NNC CCT CCT DTCP VBTS_CCP NNC CCA VBW DTC PRI_CCP DTCP NNC CCP JJD_CCP NNC_PMP_PMS
CC.* CC.* DT.* JJ.* PM.* NN.* CC.* NN.* CC.* NN.*_PM.*,CCT CCT DTCP JJD PMS NNP CCP NNC CCT NNP_PMC
DT.* PR.* DT.* NN.* LM RB.* VB.* PM.* NN.* CC.* JJ.* CC.* JJ.* NN.* CC.* CC.* PR.* CC.* PM.* NN.* VB.* CC.* NN.*_PM.*,DTC PRSP_CCP DTCP NNC LM RBD_CCP VBW PMS NNC CCB JJD CCP JJD_CCP NNC CCT CCT PRSP_CCP CCR PMS NNC VBW CCT NNP_PMP
CC.* PR.* NN.* CC.* VB.* CC.* JJ.* NN.* CC.* NN.* CC.* NN.* CC.* DT.* NN.* NN.*_PM.*,CCT PRI_CCP NNC CCP VBTS CCB JJD_CCP NNC CCB NNC CCT NNP CCP DTP NNP NNP_PMC
VB.* PR.* RB.*_PM.*,VBTS PRS RBI_PMC
PM.*_ CC.* RB.* LM RB.* CC.* PR.* CC.* VB.* DT.* NN.* CC.* PR.* CC.* PR.* NN.* CC.* VB.* PM.* NN.* CC.* CC.* PR.* DT.* JJ.* NN.* CC.* NN.* CC.* NN.* CC.* CC.* PR.* CC.* DT.* NN.* CC.* VB.* CC.* NN.* CC.* NN.*_PM.*,PMS_ CCT RBW LM RBD CCP PRP CCP VBOF DTC NNC CCP PRO CCT PRI_CCP NNC CCP VBW PMS NNC CCT CCT PRQ_CCP DTCP JJD_CCP NNC CCT NNC CCA NNC CCT CCT PRQ CCT DTCP NNC CCP VBAF CCA NNC CCB NNC_PMC
DT.* PR.* NN.* JJ.* CC.* DT.* NN.*_PM.*,DTCP PRI_CCP NNC JJD CCT DTCP NNP_PMP
RB.* CC.* PR.* NN.* PR.* LM VB.* CC.* DT.* PR.* NN.* LM RB.* CC.* NN.* CC.* VB.* DT.* DT.* NN.* VB.* PR.* CC.* NN.* CC.* NN.*_PM.*_PM.*,RBW CCT PRSP_CCP NNC PRP LM VBTS CCP DTC PRSP_CCP NNC LM RBR CCT NNC CCA VBTF DTC DTCP NNC VBW PRP CCT NNP CCT NNP_PMP_PMS
RB.* CC.* VB.* CC.* PR.* NN.* DT.* NN.* CC.* NN.* CC.* VB.* JJ.* CC.* CC.* NN.*_PM.*,RBD CCP VBTF CCT PRI_CCP NNC DTPP NNP CCA NNP CCA VBW JJD CCT CCT NNP_PMP
DT.* NN.* NN.*_PM.*,DTP NNP NNP_PMC
DT.* JJ.* NN.* JJ.* CC.* NN.* CC.* RB.* NN.* CC.* NN.*_PM.*,DTC JJD_CCP NNC JJD CCB NNP CCA RBW_CCP NNC CCB NNP_PMC
LM VB.* CC.* NN.* NN.* CC.* NN.* VB.* VB.* RB.* VB.* PR.* CC.* PR.* NN.* CC.* NN.* CC.* NN.* NN.*_PM.*,LM VBTS CCT NNC_CCP NNC CCT NNC VBW VBAF RBW VBTR PRP CCB PRSP_CCP NNC CCT NNP CCP NNP NNP_PMC
CC.* NN.*_PM.*,CCT NNP_PMP
DT.* NN.*_PM.*,DTP NNP_PMC
CC.* NN.* CD.*_PM.*,CCT NNC CDB_PMC
LM VB.* VB.* CC.* FW CC.* NN.* CC.* PR.* VB.* CC.* FW PR.* NN.* VB.* DT.* NN.*_PM.*,LM VBTS VBW CCT FW CCT NNP CCB PRI_CCP VBTR_VBAF CCP FW PRI_CCP NNC VBW DTC NNC_PMP
VB.* CC.* NN.* CC.* CC.* NN.* NN.* CC.* DT.* NN.* NN.* LM VB.* CC.* NN.* CD.* NN.* VB.* PR.* VB.*_PM.*,VBTS CCB NNC CCT CCT NNPA NNP CCP DTP NNP NNP LM VBAF CCT NNC CDB NNC VBW PRS_CCP VBAF_PMC
CC.* VB.* JJ.* VB.* CC.* JJ.* NN.*_PM.*,CCA VBTS_CCP JJD VBW CCB JJN_CCP NNC_PMP
VB.* CC.* VB.* VB.* VB.* CC.* PR.* LM VB.* FW CC.* NN.* CC.* NN.*_PM.*,VBRF CCB VBW_CCP VBOF VBW CCP PRS LM VBTS FW CCP NNC CCT NNC_PMP
VB.* DT.*_NN.*,VBTS DTP_NNPA
NN.* RB.* NN.* CD.* CC.*_NN.*,NNP RBW_CCP NNP CDB CCT_NNPA
NN.* NN.* CC.* NN.* CC.* PR.* NN.* CC.* VB.* CC.* JJ.* CC.* NN.*_PM.*,NNP NNP CCT NNP CCT PRI_CCP NNC CCP VBOF CCB JJD CCP NNC_PMC
DT.* NN.* CC.* DT.* JJ.* NN.* CC.* NN.* RB.* CC.* PR.*_PM.* NN.* PM.* PR.* NN.* CC.* NN.*_PM.*,DTCP NNC CCA DTCP JJD_CCP NNC CCT NNC RBL CCT PRI_PMS NNCA PMS PRI_CCP NNC CCB NNC_PMP
VB.* DT.* NN.* NN.* CC.* NN.* CC.* DT.* NN.* NN.* CC.* NN.* DT.* NN.* NN.* CC.* JJ.* NN.* CC.* DT.* NN.* NN.* CC.* CC.* PR.* NN.* CC.* NN.*_PM.*,VBTR_VBOF DTC NNP_CCP NNP CCB NNP CCP DTP NNP NNP CCB NNC DTP NNP NNP CCA JJD_CCP NNC CCP DTP NNP NNP CCR CCT PRSP_CCP NNC CCT NNC_PMP
